# IW3xport - generated by Louve@Xlabs

rawfile,mptype/mptype_ally_urban_assault.gsc
rawfile,character/character_mp_sas_urban_assault.gsc
rawfile,character/character_mp_sas_urban_assault.gsc
xmodel,body_mp_sas_urban_assault
xmodel,viewhands_black_kit
xmodel,body_mp_sas_urban_assault
xmodel,viewhands_black_kit
rawfile,mptype/mptype_ally_urban_sniper.gsc
rawfile,character/character_mp_sas_urban_sniper.gsc
rawfile,character/character_mp_sas_urban_sniper.gsc
xmodel,body_mp_sas_urban_sniper
xmodel,viewhands_black_kit
xmodel,body_mp_sas_urban_sniper
xmodel,viewhands_black_kit
rawfile,mptype/mptype_ally_urban_support.gsc
rawfile,character/character_mp_sas_urban_support.gsc
rawfile,character/character_mp_sas_urban_support.gsc
xmodel,body_mp_sas_urban_support
xmodel,viewhands_black_kit
xmodel,body_mp_sas_urban_support
xmodel,viewhands_black_kit
rawfile,mptype/mptype_ally_urban_recon.gsc
rawfile,character/character_mp_sas_urban_recon.gsc
rawfile,character/character_mp_sas_urban_recon.gsc
xmodel,body_mp_sas_urban_recon
xmodel,viewhands_black_kit
xmodel,body_mp_sas_urban_recon
xmodel,viewhands_black_kit
rawfile,mptype/mptype_ally_urban_specops.gsc
rawfile,character/character_mp_sas_urban_specops.gsc
rawfile,character/character_mp_sas_urban_specops.gsc
xmodel,body_mp_sas_urban_specops
xmodel,viewhands_black_kit
xmodel,body_mp_sas_urban_specops
xmodel,viewhands_black_kit
material,faction_128_sas_external
material,faction_128_sas_external_fade
sound,IW3_UK_1mc_enemy_has_a
sound,IW3_UK_1mc_enemy_has_b
sound,IW3_UK_1mc_enemy_has_c
sound,IW3_UK_1mc_friendlyair
sound,IW3_UK_1_inform_attack_smoke
sound,IW3_UK_mp_cmd_suppressfire
sound,IW3_UK_1mc_capture_objs
sound,IW3_UK_1mc_hardcore
sound,IW3_UK_1mc_oldschool
sound,IW3_UK_1mc_overtime
sound,IW3_UK_1mc_ourflag_return
sound,IW3_UK_1mc_bomb_defused
sound,IW3_UK_1mc_offense
sound,IW3_UK_mp_rsp_sorry
sound,IW3_UK_mp_stm_areasecure
sound,IW3_UK_1mc_enemyflag_drop
sound,IW3_UK_1_inform_killfirm_infantry
sound,IW3_UK_1mc_ouruavonline
sound,IW3_UK_mp_rsp_comeon
sound,IW3_UK_1mc_capture_a
sound,IW3_UK_1mc_capture_b
sound,IW3_UK_1mc_capture_c
sound,IW3_UK_1mc_lead_lost
sound,IW3_UK_1mc_hq_online
sound,IW3_UK_1mc_bomb_lost
sound,IW3_UK_1mc_enemyheli
sound,IW3_UK_1mc_keepfighting
sound,IW3_UK_mp_cmd_followme
sound,IW3_UK_mp_rsp_onmyway
sound,IW3_UK_1mc_fight_back
sound,IW3_UK_mp_rsp_tooklongenough
sound,IW3_UK_1mc_hq_captured
sound,IW3_UK_mp_stm_enemydown
sound,IW3_UK_mp_cmd_fallback
sound,IW3_UK_mp_rsp_nosir
sound,IW3_UK_1mc_switching
sound,IW3_UK_1mc_hq_offline
sound,IW3_UK_1mc_readytomove
sound,IW3_UK_1mc_bomb_planted
sound,IW3_UK_1mc_team_hardcore
sound,IW3_UK_1mc_control_won
sound,IW3_UK_1mc_enemyair
sound,IW3_UK_1mc_attack
sound,IW3_UK_1mc_objs_destroy
sound,IW3_UK_1mc_hq_secured
sound,IW3_UK_1_inform_reloading_generic
sound,IW3_UK_1mc_losing
sound,IW3_UK_1mc_losing_a
sound,IW3_UK_1mc_losing_b
sound,IW3_UK_1mc_losing_c
sound,IW3_UK_1_inform_attack_grenade
sound,IW3_UK_1mc_defense
sound,IW3_UK_1mc_headquarters
sound,IW3_UK_mp_cmd_holdposition
sound,IW3_UK_1mc_securing_a
sound,IW3_UK_1mc_securing_b
sound,IW3_UK_1mc_securing_c
sound,IW3_UK_1mc_lastalive
sound,IW3_UK_1mc_promoted
sound,IW3_UK_1mc_mission_fail
sound,IW3_UK_1mc_hq_destroyed
sound,IW3_UK_1mc_draw
sound,IW3_UK_mp_rsp_greatshot
sound,IW3_UK_1mc_winning
sound,IW3_UK_mp_stm_needreinforcements
sound,IW3_UK_1mc_hardcore_tm_death
sound,IW3_UK_mp_rsp_yessir
sound,IW3_UK_1mc_airstrike
sound,IW3_UK_1mc_helisupport
sound,IW3_UK_mp_stm_sniper
sound,IW3_UK_1mc_encourage_win
sound,IW3_UK_1_order_action_suppress
sound,IW3_UK_1mc_uavrecon
sound,IW3_UK_1mc_take_positions
sound,IW3_UK_mp_cmd_attackrightflank
sound,IW3_UK_mp_stm_watchsix
sound,IW3_UK_mp_rsp_areyoucrazy
sound,IW3_UK_1mc_hardcore_freeforall
sound,IW3_UK_1mc_king
sound,IW3_UK_1mc_boost
sound,IW3_UK_1_inform_suppressed_generic
sound,IW3_UK_1mc_ourflag
sound,IW3_UK_1mc_enemyflag
sound,IW3_UK_mp_stm_holdyourfire
sound,IW3_UK_1mc_obj_destroy
sound,IW3_UK_1mc_security_complete
sound,IW3_UK_1mc_ourflag_capt
sound,IW3_UK_1mc_enemyuavair
sound,IW3_UK_1mc_halftime
sound,IW3_UK_1mc_capture_obj
sound,IW3_UK_1mc_goodtogo
sound,IW3_UK_mp_cmd_movein
sound,IW3_UK_mp_stm_iminposition
sound,IW3_UK_1mc_challengecomplete
sound,IW3_UK_1_reaction_casualty_generic
sound,IW3_UK_1mc_lost_a
sound,IW3_UK_1mc_lost_b
sound,IW3_UK_1mc_lost_c
sound,IW3_UK_1mc_highspeed
sound,IW3_UK_1_threat_infantry_generic
sound,IW3_UK_1mc_tied
sound,IW3_UK_1mc_freeforall
sound,IW3_UK_1mc_capturing_a
sound,IW3_UK_1mc_capturing_b
sound,IW3_UK_1mc_capturing_c
sound,IW3_UK_1mc_enemyflag_capt
sound,IW3_UK_1mc_positions_lock
sound,IW3_UK_1mc_obj_defend
sound,IW3_UK_1mc_capturehold
sound,IW3_UK_mp_stm_enemyspotted
sound,IW3_UK_1mc_securedobj
sound,IW3_UK_1mc_lead_taken
sound,IW3_UK_1mc_searchdestroy
sound,IW3_UK_1_inform_killfirm_generic
sound,IW3_UK_mp_stm_grenade
sound,IW3_UK_1_inform_attack_stun
sound,IW3_UK_1mc_enemy_take_a
sound,IW3_UK_1mc_enemy_take_b
sound,IW3_UK_1mc_enemy_take_c
sound,IW3_UK_1_inform_attack_flashbang
sound,IW3_UK_1mc_regroup
sound,IW3_UK_1mc_secure_a
sound,IW3_UK_1mc_secure_b
sound,IW3_UK_1mc_secure_c
sound,IW3_UK_1mc_captureflag
sound,IW3_UK_1mc_tm_death
sound,IW3_UK_1mc_hq_located
sound,IW3_UK_1mc_objs_defend
sound,IW3_UK_1mc_bomb_taken
sound,IW3_UK_1mc_mission_success
sound,IW3_UK_1mc_gridiron
sound,IW3_UK_1_inform_plant_claymore
sound,IW3_UK_1mc_friendlyheli
sound,IW3_UK_1_inform_attack_thwc4
sound,IW3_UK_1mc_sabotage
sound,IW3_UK_1mc_tactical
sound,IW3_UK_1mc_control_lost
sound,IW3_UK_1mc_encourage_lost
sound,IW3_UK_1mc_timesup
sound,IW3_UK_1mc_ourflag_drop
sound,IW3_UK_mp_cmd_attackleftflank
sound,IW3_UK_mp_stm_enemiesspotted
sound,IW3_UK_1mc_lostobj
sound,IW3_UK_1mc_new_positions
sound,IW3_UK_1mc_defend
sound,IW3_UK_mp_cmd_regroup
sound,IW3_UK_1mc_enemyflag_return
sound,IW3_UK_1mc_domination
sound,IW3_UK_1mc_enemyheli
sound,IW3_UK_1mc_enemyheli
sound,IW3_UK_mp_stm_sniper
sound,IW3_UK_mp_stm_sniper
sound,IW3_UK_1mc_bomb_defused
sound,IW3_UK_1mc_ourflag
sound,IW3_UK_1mc_attack
sound,IW3_UK_1mc_boost
sound,IW3_UK_1mc_positions_lock
sound,IW3_UK_1_inform_attack_thwc4
sound,IW3_UK_1_inform_attack_thwc4
sound,IW3_UK_1mc_encourage_win
sound,IW3_UK_1_inform_plant_claymore
sound,IW3_UK_1mc_promoted
sound,IW3_mp_spawn_sas
sound,IW3_mp_victory_sas
xmodel,prop_flag_neutral
