
#
# Source generated by IW5Xport
# Louve@XLabs 2023
#
material,faction_128_af
material,faction_128_af_fade
sound,IW5_AF_1mc_enemy_take_b
sound,IW5_AF_1mc_enemy_take_c
sound,IW5_AF_1mc_enemy_harriers
sound,IW5_AF_ac130_fco_yougothim2
sound,IW5_AF_1mc_defcon
sound,IW5_AF_2_inform_attack_stun
sound,IW5_AF_1_inform_attack_grenade
sound,IW5_AF_1_rsp_onmyway
sound,IW5_AF_1mc_achieve_predator
sound,IW5_AF_ac130_fco_oopsiedaisy
sound,IW5_AF_0_stm_dropzone
sound,IW5_AF_ac130_plt_yeahcleared
sound,IW5_AF_1_knife_incoming
sound,IW5_AF_1mc_obj_destroy
sound,IW5_AF_2_inform_attack_grenade
sound,IW5_AF_0_inform_attack_frag
sound,IW5_AF_1mc_use_apache
sound,IW5_AF_1_cmd_attackleftflank
sound,IW5_AF_1mc_achieve_aa_strike
sound,IW5_AF_2_inform_attack_smoke
sound,IW5_AF_mp_cmd_movein
sound,IW5_AF_2_stm_sniper
sound,IW5_AF_0_inform_attack_flashbang
sound,IW5_AF_mp_stm_dropzone
sound,IW5_AF_1mc_use_airdrop
sound,IW5_AF_1mc_achieve_juggernaut
sound,IW5_AF_1mc_enemy_sentrygun
sound,IW5_AF_1mc_lead_lost
sound,IW5_AF_1mc_hq_captured
sound,IW5_AF_1mc_dfcn_searchdestroy
sound,IW5_AF_1mc_enemy_strafe
sound,IW5_AF_1mc_tctl_oneflag
sound,IW5_AF_ac130_fco_downstillmoving
sound,IW5_AF_1mc_use_ah6guard
sound,IW5_AF_1mc_enemy_airdrop
sound,IW5_AF_ac130_fco_directhit
sound,IW5_AF_2_cmd_followme
sound,IW5_AF_1_stm_holdyourfire
sound,IW5_AF_0_stm_injury
sound,IW5_AF_0_rsp_yessir
sound,IW5_AF_1mc_enemy_a10
sound,IW5_AF_1mc_ourflag_drop
sound,IW5_AF_1mc_enemyflag_drop
sound,IW5_AF_ac130_fco_gonnagethim
sound,IW5_AF_ac130_fco_guymovin
sound,IW5_AF_1_inform_killfirm_infantry
sound,IW5_AF_1mc_mission_fail
sound,IW5_AF_2_inform_reloading_generic
sound,IW5_AF_ac130_plt_targetreset
sound,IW5_AF_1_inform_attack_thwc4
sound,IW5_AF_1mc_achieve_specialty_bonus
sound,IW5_AF_1mc_arena
sound,IW5_AF_1mc_grinder
sound,IW5_AF_1_stm_grenade
sound,IW5_AF_2_rsp_areyoucrazy
sound,IW5_AF_1mc_securing_a
sound,IW5_AF_1mc_securing_b
sound,IW5_AF_1mc_securing_c
sound,IW5_AF_1_stun_incoming
sound,IW5_AF_1mc_getback_ourflag
sound,IW5_AF_0_inform_attack_stun
sound,IW5_AF_1mc_tctl_headquarters
sound,IW5_AF_1mc_achieve_blindeye
sound,IW5_AF_1mc_enemy_ah6
sound,IW5_AF_1mc_enemy_agm
sound,IW5_AF_1mc_dfcn_gtw
sound,IW5_AF_1mc_achieve_hardline
sound,IW5_AF_ac130_plt_rollinin
sound,IW5_AF_1mc_achieve_nuke
sound,IW5_AF_1mc_pushforward
sound,IW5_AF_1mc_enemy_apache
sound,IW5_AF_1_stm_sniper
sound,IW5_AF_1mc_use_airtrap
sound,IW5_AF_2_knife_use
sound,IW5_AF_1mc_achieve_quickdraw
sound,IW5_AF_1mc_enemy_aa_strike
sound,IW5_AF_mp_cmd_fallback
sound,IW5_AF_1mc_KS_hqr_pavelow
sound,IW5_AF_1mc_searchdestroy_pro
sound,IW5_AF_1mc_dh_arena
sound,IW5_AF_0_glowstick_use
sound,IW5_AF_1mc_losing_fight
sound,IW5_AF_1mc_headquarters
sound,IW5_AF_ac130_fco_moreenemy
sound,IW5_AF_1mc_capturing_a
sound,IW5_AF_1mc_capturing_b
sound,IW5_AF_1mc_capturing_c
sound,IW5_AF_1_tactical_insertion
sound,IW5_AF_mp_rsp_onmyway
sound,IW5_AF_1mc_use_predator
sound,IW5_AF_1mc_thirdp_domination
sound,IW5_AF_mp_glowstick_use
sound,IW5_AF_2_knife_incoming
sound,IW5_AF_0_cmd_attackrightflank
sound,IW5_AF_1mc_dh_domination
sound,IW5_AF_1mc_tctl_domination
sound,IW5_AF_0_cmd_fallback
sound,IW5_AF_1mc_timesup
sound,IW5_AF_1mc_achieve_ac130
sound,IW5_AF_1mc_ahead
sound,IW5_AF_1mc_freeforall
sound,IW5_AF_1mc_use_heli_sniper
sound,IW5_AF_1mc_achieve_a10
sound,IW5_AF_2_cmd_suppressfire
sound,IW5_AF_1mc_achieve_blastshield
sound,iw5_af_losing_music
sound,IW5_AF_1mc_empd
sound,IW5_AF_2_cmd_holdposition
sound,IW5_AF_0_stm_iminposition
sound,IW5_AF_1mc_use_ac130
sound,IW5_AF_1mc_dfcn_captureflag
sound,iw5_af_spawn_music
sound,IW5_AF_2_cmd_attackleftflank
